,year,fuel_type,CO2
119371,1969,Oil,14.039
119372,1970,Oil,15.079
119373,1971,Oil,16.051
119374,1972,Oil,17.22
119375,1973,Oil,18.288
119376,1974,Oil,19.354
119377,1975,Oil,20.423
119378,1976,Oil,21.052
119379,1977,Oil,21.8
119380,1978,Oil,23.043
119381,1979,Oil,23.206
119382,1980,Oil,23.909
119383,1981,Oil,23.909
119384,1982,Oil,24.178
119385,1983,Oil,24.343
119386,1984,Oil,24.137
119387,1985,Oil,25.024
119388,1986,Oil,23.678
119389,1987,Oil,20.51
119390,1988,Oil,20.669
119391,1989,Oil,19.415
119392,1990,Oil,19.584
119393,1991,Oil,15.08
119394,1992,Oil,9.501
119395,1993,Oil,6.386
119396,1994,Oil,3.378
119397,1995,Oil,3.052
119398,1996,Oil,2.81
119399,1997,Oil,2.568
119400,1998,Oil,2.126
119401,1999,Oil,1.419
119402,2000,Oil,1.282
119403,2001,Oil,1.433
119404,2002,Oil,1.63
119405,2003,Oil,1.766
119406,2004,Oil,1.909
119407,2005,Oil,1.921
119408,2006,Oil,1.869
119409,2007,Oil,1.931
119410,2008,Oil,2.034
119411,2009,Oil,1.975
119412,2010,Oil,2.173
119413,2011,Oil,2.268
119414,2012,Oil,2.085
119415,2013,Oil,2.147
119416,2014,Oil,2.176
119417,2015,Oil,2.288
119418,2016,Oil,2.464
119419,2017,Oil,2.554
119420,2018,Oil,2.669
119421,2019,Oil,2.516
119422,2020,Oil,2.249
119423,1950,Oil,
119424,1951,Oil,
119425,1952,Oil,
119426,1953,Oil,
119427,1954,Oil,0.175
119428,1955,Oil,0.267
119429,1956,Oil,0.3
119430,1957,Oil,0.326
119431,1958,Oil,0.426
119432,1959,Oil,0.503
119433,1960,Oil,0.495
119434,1961,Oil,0.506
119435,1962,Oil,0.55
119436,1963,Oil,0.575
119437,1964,Oil,0.634
119438,1965,Oil,0.616
119439,1966,Oil,0.613
119440,1967,Oil,0.689
119441,1968,Oil,0.744
119442,1969,Oil,0.769
119443,1970,Oil,0.821
119444,1971,Oil,0.895
119445,1972,Oil,0.964
119446,1973,Oil,1.07
119447,1974,Oil,1.161
119448,1975,Oil,1.194
119449,1976,Oil,1.294
119450,1977,Oil,1.392
119451,1978,Oil,1.667
119452,1979,Oil,1.744
119453,1980,Oil,1.876
119454,1981,Oil,2.001
119455,1982,Oil,2.077
119456,1983,Oil,2.191
119457,1984,Oil,0.894
119458,1985,Oil,2.362
119459,1986,Oil,2.404
119460,1987,Oil,2.613
119461,1988,Oil,2.685
119462,1989,Oil,2.455
119463,1990,Oil,2.455
119464,1991,Oil,1.862
119465,1992,Oil,1.748
119466,1993,Oil,1.641
119467,1994,Oil,1.096
119468,1995,Oil,1.019
119469,1996,Oil,1.15
119470,1997,Oil,1.125
119471,1998,Oil,1.213
119472,1999,Oil,1.198
119473,2000,Oil,1.316
119474,2001,Oil,1.488
119475,2002,Oil,1.43
119476,2003,Oil,1.565
119477,2004,Oil,1.725
119478,2005,Oil,1.686
119479,2006,Oil,1.948
119480,2007,Oil,2.396
119481,2008,Oil,2.554
119482,2009,Oil,2.327
119483,2010,Oil,2.47
119484,2011,Oil,3.067
119485,2012,Oil,3.477
119486,2013,Oil,3.672
119487,2014,Oil,3.389
119488,2015,Oil,3.364
119489,2016,Oil,3.049
119490,2017,Oil,3.891
119491,2018,Oil,4.28
119492,2019,Oil,4.411
119493,2020,Oil,4.417
119494,1885,Oil,
119495,1886,Oil,
119496,1887,Oil,
119497,1888,Oil,
119498,1889,Oil,
119499,1890,Oil,
119500,1891,Oil,
119501,1892,Oil,
119502,1893,Oil,
119503,1894,Oil,
119504,1895,Oil,
119505,1896,Oil,
119506,1897,Oil,
119507,1898,Oil,
119508,1899,Oil,
119509,1900,Oil,
119510,1901,Oil,
119511,1902,Oil,
119512,1903,Oil,
119513,1904,Oil,
119514,1905,Oil,
119515,1906,Oil,
119516,1907,Oil,
119517,1908,Oil,
119518,1909,Oil,
119519,1910,Oil,
119520,1911,Oil,
119521,1912,Oil,
119522,1913,Oil,
119523,1914,Oil,
119524,1915,Oil,
119525,1916,Oil,
119526,1917,Oil,
119527,1918,Oil,
119528,1919,Oil,
119529,1920,Oil,
119530,1921,Oil,
119531,1922,Oil,0.002
119532,1923,Oil,0.002
119533,1924,Oil,0.002
119534,1925,Oil,0.003
119535,1926,Oil,0.003
119536,1927,Oil,0.004
119537,1928,Oil,0.005
119538,1929,Oil,0.005
119539,1930,Oil,0.006
119540,1931,Oil,0.003
119541,1932,Oil,0.005
119542,1933,Oil,0.004
119543,1934,Oil,0.004
119544,1935,Oil,0.004
119545,1936,Oil,0.005
119546,1937,Oil,0.005
119547,1938,Oil,0.0
119548,1939,Oil,0.0
119549,1940,Oil,0.0
119550,1941,Oil,
119551,1942,Oil,
119552,1943,Oil,0.006
119553,1944,Oil,0.001
119554,1945,Oil,0.001
119555,1946,Oil,0.001
119556,1947,Oil,0.001
119557,1948,Oil,0.001
119558,1949,Oil,0.002
119559,1950,Oil,0.016
119560,1951,Oil,0.015
119561,1952,Oil,0.011
119562,1953,Oil,0.019
119563,1954,Oil,0.02
119564,1955,Oil,0.021
119565,1956,Oil,0.024
119566,1957,Oil,0.028
119567,1958,Oil,0.03
119568,1959,Oil,0.036
119569,1960,Oil,0.043
119570,1961,Oil,0.044
119571,1962,Oil,0.049
119572,1963,Oil,0.058
119573,1964,Oil,0.071
119574,1965,Oil,0.093
119575,1966,Oil,0.11
119576,1967,Oil,0.15
119577,1968,Oil,0.185
119578,1969,Oil,0.208
119579,1970,Oil,0.281
119580,1971,Oil,0.283
119581,1972,Oil,0.258
119582,1973,Oil,0.434
119583,1974,Oil,0.421
119584,1975,Oil,0.419
119585,1976,Oil,0.456
119586,1977,Oil,0.463
119587,1978,Oil,0.578
119588,1979,Oil,0.655
119589,1980,Oil,0.642
119590,1981,Oil,0.487
119591,1982,Oil,0.498
119592,1983,Oil,0.491
119593,1984,Oil,0.474
119594,1985,Oil,0.474
119595,1986,Oil,0.524
119596,1987,Oil,0.5
119597,1988,Oil,0.542
119598,1989,Oil,0.517
119599,1990,Oil,0.544
119600,1991,Oil,0.487
119601,1992,Oil,0.301
119602,1993,Oil,0.22
119603,1994,Oil,0.2
119604,1995,Oil,0.213
119605,1996,Oil,0.433
119606,1997,Oil,0.577
119607,1998,Oil,0.512
119608,1999,Oil,0.253
119609,2000,Oil,0.291
119610,2001,Oil,0.483
119611,2002,Oil,0.545
119612,2003,Oil,0.6
119613,2004,Oil,0.697
119614,2005,Oil,0.757
119615,2006,Oil,0.806
119616,2007,Oil,1.031
119617,2008,Oil,1.093
119618,2009,Oil,0.865
119619,2010,Oil,0.799
119620,2011,Oil,0.73
119621,2012,Oil,0.707
119622,2013,Oil,0.699
119623,2014,Oil,0.689
119624,2015,Oil,0.744
119625,2016,Oil,0.832
119626,2017,Oil,0.901
119627,2018,Oil,0.978
119628,2019,Oil,0.993
119629,2020,Oil,0.922
119630,1962,Oil,0.004
119631,1963,Oil,0.004
119632,1964,Oil,0.007
119633,1965,Oil,0.004
119634,1966,Oil,0.007
119635,1967,Oil,0.007
119636,1968,Oil,0.007
119637,1969,Oil,0.007
119638,1970,Oil,0.015
119639,1971,Oil,0.015
119640,1972,Oil,0.015
119641,1973,Oil,0.015
119642,1974,Oil,0.015
119643,1975,Oil,0.011
119644,1976,Oil,0.011
119645,1977,Oil,0.026
119646,1978,Oil,0.026
119647,1979,Oil,0.026
119648,1980,Oil,0.015
119649,1981,Oil,0.018
119650,1982,Oil,0.018
119651,1983,Oil,0.022
119652,1984,Oil,0.022
119653,1985,Oil,0.026
119654,1986,Oil,0.029
119655,1987,Oil,0.029
119656,1988,Oil,0.029
119657,1989,Oil,0.029
119658,1990,Oil,0.029
119659,1991,Oil,0.029
119660,1992,Oil,0.029
119661,1993,Oil,0.029
119662,1994,Oil,0.033
119663,1995,Oil,0.033
119664,1996,Oil,0.037
119665,1997,Oil,0.033
119666,1998,Oil,0.029
119667,1999,Oil,0.037
119668,2000,Oil,0.026
119669,2001,Oil,0.026
119670,2002,Oil,0.048
119671,2003,Oil,0.037
119672,2004,Oil,0.048
119673,2005,Oil,0.04
119674,2006,Oil,0.04
119675,2007,Oil,0.04
119676,2008,Oil,0.048
119677,2009,Oil,0.044
119678,2010,Oil,0.062
119679,2011,Oil,0.04
119680,2012,Oil,0.044
119681,2013,Oil,0.051
119682,2014,Oil,0.048
119683,2015,Oil,0.059
119684,2016,Oil,0.029
119685,2017,Oil,0.029
119686,2018,Oil,0.029
119687,2019,Oil,0.029
119688,2020,Oil,0.025
119689,1928,Oil,
119690,1929,Oil,
119691,1930,Oil,
119692,1931,Oil,
119693,1932,Oil,
119694,1933,Oil,0.004
119695,1934,Oil,0.004
119696,1935,Oil,
119697,1936,Oil,
119698,1937,Oil,0.011
119699,1938,Oil,0.011
119700,1939,Oil,0.015
119701,1940,Oil,0.015
119702,1941,Oil,0.018
119703,1942,Oil,0.015
119704,1943,Oil,0.015
119705,1944,Oil,0.011
119706,1945,Oil,0.011
119707,1946,Oil,0.011
119708,1947,Oil,0.011
119709,1948,Oil,0.04
119710,1949,Oil,0.051
119711,1950,Oil,1.573
119712,1951,Oil,1.858
119713,1952,Oil,2.352
119714,1953,Oil,2.524
119715,1954,Oil,2.242
119716,1955,Oil,2.29
119717,1956,Oil,2.284
119718,1957,Oil,1.947
119719,1958,Oil,2.197
119720,1959,Oil,2.253
119721,1960,Oil,2.455
119722,1961,Oil,2.577
119723,1962,Oil,1.919
119724,1963,Oil,2.711
119725,1964,Oil,2.942
119726,1965,Oil,3.07
119727,1966,Oil,3.818
119728,1967,Oil,3.778
119729,1968,Oil,4.045
119730,1969,Oil,4.104
119731,1970,Oil,5.287
119732,1971,Oil,6.091
119733,1972,Oil,5.579
119734,1973,Oil,7.126
119735,1974,Oil,8.5
119736,1975,Oil,8.179
119737,1976,Oil,8.303
119738,1977,Oil,9.324
119739,1978,Oil,9.678
119740,1979,Oil,12.394
119741,1980,Oil,12.329
119742,1981,Oil,12.062
119743,1982,Oil,13.015
119744,1983,Oil,13.209
119745,1984,Oil,13.704
119746,1985,Oil,13.392
119747,1986,Oil,12.807
119748,1987,Oil,13.54
119749,1988,Oil,14.465
119750,1989,Oil,15.912
119751,1990,Oil,16.125
119752,1991,Oil,16.227
119753,1992,Oil,17.76
119754,1993,Oil,19.237
119755,1994,Oil,20.057
119756,1995,Oil,19.693
119757,1996,Oil,18.663
119758,1997,Oil,19.197
119759,1998,Oil,19.159
119760,1999,Oil,20.5
119761,2000,Oil,19.756
119762,2001,Oil,19.87
119763,2002,Oil,19.985
119764,2003,Oil,20.071
119765,2004,Oil,24.043
119766,2005,Oil,25.344
119767,2006,Oil,25.983
119768,2007,Oil,27.588
119769,2008,Oil,30.679
119770,2009,Oil,30.884
119771,2010,Oil,34.478
119772,2011,Oil,36.574
119773,2012,Oil,37.258
119774,2013,Oil,36.973
119775,2014,Oil,34.458
119776,2015,Oil,34.081
119777,2016,Oil,34.654
119778,2017,Oil,36.831
119779,2018,Oil,35.884
119780,2019,Oil,36.418
119781,2020,Oil,33.097
119782,1927,Oil,
119783,1928,Oil,
119784,1929,Oil,
119785,1930,Oil,
119786,1931,Oil,
119787,1932,Oil,
119788,1933,Oil,
119789,1934,Oil,
119790,1935,Oil,
119791,1936,Oil,
119792,1937,Oil,
119793,1938,Oil,
119794,1939,Oil,
119795,1940,Oil,
119796,1941,Oil,
119797,1942,Oil,
119798,1943,Oil,
119799,1944,Oil,
119800,1945,Oil,
119801,1946,Oil,
119802,1947,Oil,
119803,1948,Oil,
119804,1949,Oil,
119805,1950,Oil,0.161
119806,1951,Oil,0.183
119807,1952,Oil,0.205
119808,1953,Oil,0.216
119809,1954,Oil,0.234
119810,1955,Oil,0.261
119811,1956,Oil,0.294
119812,1957,Oil,0.326
119813,1958,Oil,0.366
119814,1959,Oil,0.377
119815,1960,Oil,0.436
119816,1961,Oil,1.026
119817,1962,Oil,0.374
119818,1963,Oil,0.216
119819,1964,Oil,0.707
119820,1965,Oil,0.627
119821,1966,Oil,0.85
119822,1967,Oil,0.638
119823,1968,Oil,1.154
119824,1969,Oil,1.447
119825,1970,Oil,1.242
119826,1971,Oil,1.744
119827,1972,Oil,1.638
119828,1973,Oil,1.7
119829,1974,Oil,1.422
119830,1975,Oil,1.374
119831,1976,Oil,1.126
119832,1977,Oil,1.718
119833,1978,Oil,2.056
119834,1979,Oil,1.894
119835,1980,Oil,2.324
119836,1981,Oil,1.591
119837,1982,Oil,1.718
119838,1983,Oil,1.286
119839,1984,Oil,0.978
119840,1985,Oil,0.766
119841,1986,Oil,0.769
119842,1987,Oil,0.778
119843,1988,Oil,0.806
119844,1989,Oil,0.835
119845,1990,Oil,0.802
119846,1991,Oil,0.751
119847,1992,Oil,0.868
119848,1993,Oil,1.026
119849,1994,Oil,0.897
119850,1995,Oil,0.934
119851,1996,Oil,0.953
119852,1997,Oil,1.015
119853,1998,Oil,1.026
119854,1999,Oil,1.081
119855,2000,Oil,1.213
119856,2001,Oil,1.444
119857,2002,Oil,1.337
119858,2003,Oil,1.612
119859,2004,Oil,1.638
119860,2005,Oil,1.436
119861,2006,Oil,1.517
119862,2007,Oil,1.836
119863,2008,Oil,1.751
119864,2009,Oil,1.964
119865,2010,Oil,2.114
119866,2011,Oil,2.426
119867,2012,Oil,2.316
119868,2013,Oil,2.677
119869,2014,Oil,5.163
119870,2015,Oil,3.519
119871,2016,Oil,5.621
119872,2017,Oil,5.925
119873,2018,Oil,4.199
119874,2019,Oil,4.381
119875,2020,Oil,3.702
119876,1928,Oil,3.158
119877,1929,Oil,3.048
119878,1930,Oil,3.085
119879,1931,Oil,2.935
119880,1932,Oil,2.979
119881,1933,Oil,2.997
119882,1934,Oil,3.063
119883,1935,Oil,3.026
119884,1936,Oil,3.111
119885,1937,Oil,3.217
119886,1938,Oil,3.089
119887,1939,Oil,3.232
119888,1940,Oil,3.173
119889,1941,Oil,3.184
119890,1942,Oil,1.026
119891,1943,Oil,0.41
119892,1944,Oil,0.308
119893,1945,Oil,0.297
119894,1946,Oil,0.007
119895,1947,Oil,0.026
119896,1948,Oil,0.154
119897,1949,Oil,0.103
119898,1950,Oil,0.388
119899,1951,Oil,0.533
119900,1952,Oil,0.553
119901,1953,Oil,0.608
119902,1954,Oil,0.696
119903,1955,Oil,0.828
119904,1956,Oil,0.953
119905,1957,Oil,1.323
119906,1958,Oil,1.458
119907,1959,Oil,1.63
119908,1960,Oil,1.715
119909,1961,Oil,1.836
119910,1962,Oil,1.905
119911,1963,Oil,1.968
119912,1964,Oil,2.191
119913,1965,Oil,2.275
119914,1966,Oil,2.462
119915,1967,Oil,2.986
119916,1968,Oil,2.598
119917,1969,Oil,2.59
119918,1970,Oil,3.522
119919,1971,Oil,3.931
119920,1972,Oil,3.8
119921,1973,Oil,3.158
119922,1974,Oil,3.554
119923,1975,Oil,3.17
119924,1976,Oil,3.62
119925,1977,Oil,3.822
119926,1978,Oil,3.653
119927,1979,Oil,3.781
119928,1980,Oil,4.029
119929,1981,Oil,4.405
119930,1982,Oil,4.121
119931,1983,Oil,4.276
119932,1984,Oil,4.734
119933,1985,Oil,4.313
119934,1986,Oil,4.203
119935,1987,Oil,2.389
119936,1988,Oil,1.691
119937,1989,Oil,1.916
119938,1990,Oil,2.045
119939,1991,Oil,2.019
119940,1992,Oil,2.906
119941,1993,Oil,3.081
119942,1994,Oil,3.451
119943,1995,Oil,3.829
119944,1996,Oil,3.909
119945,1997,Oil,3.889
119946,1998,Oil,4.673
119947,1999,Oil,5.423
119948,2000,Oil,5.776
119949,2001,Oil,4.719
119950,2002,Oil,5.412
119951,2003,Oil,5.887
119952,2004,Oil,6.267
119953,2005,Oil,5.262
119954,2006,Oil,5.454
119955,2007,Oil,5.558
119956,2008,Oil,5.155
119957,2009,Oil,3.856
119958,2010,Oil,7.495
119959,2011,Oil,7.694
119960,2012,Oil,6.253
119961,2013,Oil,7.152
119962,2014,Oil,9.666
119963,2015,Oil,9.939
119964,2016,Oil,14.286
119965,2017,Oil,12.241
119966,2018,Oil,19.191
119967,2019,Oil,19.779
119968,2020,Oil,19.807
119969,1990,Oil,
119970,1991,Oil,1.015
119971,1992,Oil,1.118
119972,1993,Oil,1.15
119973,1994,Oil,1.308
119974,1995,Oil,1.576
119975,1996,Oil,1.685
119976,1997,Oil,1.74
119977,1998,Oil,1.788
119978,1999,Oil,1.649
119979,2000,Oil,1.597
119980,2001,Oil,2.012
119981,2002,Oil,1.777
119982,2003,Oil,1.861
119983,2004,Oil,1.949
119984,2005,Oil,2.261
119985,2006,Oil,2.169
119986,2007,Oil,2.202
119987,2008,Oil,2.484
119988,2009,Oil,2.66
119989,2010,Oil,2.807
119990,2011,Oil,2.565
119991,2012,Oil,2.857
119992,2013,Oil,2.191
119993,2014,Oil,3.305
119994,2015,Oil,3.514
119995,2016,Oil,3.719
119996,2017,Oil,3.723
119997,2018,Oil,3.646
119998,2019,Oil,3.654
119999,2020,Oil,3.451
120000,1964,Oil,0.029
120001,1965,Oil,0.033
120002,1966,Oil,0.033
120003,1967,Oil,0.048
120004,1968,Oil,0.048
120005,1969,Oil,0.066
120006,1970,Oil,0.066
120007,1971,Oil,0.088
120008,1972,Oil,0.077
120009,1973,Oil,0.084
120010,1974,Oil,0.099
120011,1975,Oil,0.103
120012,1976,Oil,0.103
120013,1977,Oil,0.114
120014,1978,Oil,0.114
120015,1979,Oil,0.114
120016,1980,Oil,0.125
120017,1981,Oil,0.125
120018,1982,Oil,0.125
120019,1983,Oil,0.125
120020,1984,Oil,0.125
120021,1985,Oil,0.125
120022,1986,Oil,0.161
120023,1987,Oil,0.158
120024,1988,Oil,0.158
120025,1989,Oil,0.158
120026,1990,Oil,0.125
120027,1991,Oil,0.125
120028,1992,Oil,0.121
120029,1993,Oil,0.114
120030,1994,Oil,0.11
120031,1995,Oil,0.106
120032,1996,Oil,0.103
120033,1997,Oil,0.103
120034,1998,Oil,0.099
120035,1999,Oil,0.092
120036,2000,Oil,0.084
120037,2001,Oil,0.081
120038,2002,Oil,0.077
120039,2003,Oil,0.066
120040,2004,Oil,0.066
120041,2005,Oil,0.062
120042,2006,Oil,0.044
120043,2007,Oil,0.044
120044,2008,Oil,0.044
120045,2009,Oil,0.04
120046,2010,Oil,0.044
120047,2011,Oil,0.04
120048,2012,Oil,0.044
120049,2013,Oil,0.048
120050,2014,Oil,0.051
120051,2015,Oil,0.055
120052,2016,Oil,0.051
120053,2017,Oil,0.055
120054,2018,Oil,0.055
120055,2019,Oil,0.057
120056,2020,Oil,0.057
120057,1950,Oil,0.026
120058,1951,Oil,0.029
120059,1952,Oil,0.029
120060,1953,Oil,0.037
120061,1954,Oil,0.04
120062,1955,Oil,0.044
120063,1956,Oil,0.048
120064,1957,Oil,0.055
120065,1958,Oil,0.059
120066,1959,Oil,0.066
120067,1960,Oil,0.081
120068,1961,Oil,0.081
120069,1962,Oil,0.088
120070,1963,Oil,0.099
120071,1964,Oil,0.124
120072,1965,Oil,0.147
120073,1966,Oil,0.158
120074,1967,Oil,0.161
120075,1968,Oil,0.191
120076,1969,Oil,0.337
120077,1970,Oil,0.202
120078,1971,Oil,0.165
120079,1972,Oil,0.205
120080,1973,Oil,0.216
120081,1974,Oil,0.194
120082,1975,Oil,0.224
120083,1976,Oil,0.245
120084,1977,Oil,0.264
120085,1978,Oil,0.268
120086,1979,Oil,0.311
120087,1980,Oil,0.321
120088,1981,Oil,0.336
120089,1982,Oil,0.322
120090,1983,Oil,0.363
120091,1984,Oil,0.418
120092,1985,Oil,0.451
120093,1986,Oil,0.517
120094,1987,Oil,0.564
120095,1988,Oil,0.651
120096,1989,Oil,0.586
120097,1990,Oil,0.498
120098,1991,Oil,0.671
120099,1992,Oil,0.855
120100,1993,Oil,0.975
120101,1994,Oil,1.15
120102,1995,Oil,1.433
120103,1996,Oil,1.484
120104,1997,Oil,1.74
120105,1998,Oil,1.806
120106,1999,Oil,1.964
120107,2000,Oil,1.938
120108,2001,Oil,2.004
120109,2002,Oil,1.96
120110,2003,Oil,2.03
120111,2004,Oil,1.883
120112,2005,Oil,1.933
120113,2006,Oil,1.751
120114,2007,Oil,1.707
120115,2008,Oil,2.492
120116,2009,Oil,2.968
120117,2010,Oil,3.202
120118,2011,Oil,3.312
120119,2012,Oil,3.613
120120,2013,Oil,4.034
120121,2014,Oil,4.573
120122,2015,Oil,3.212
120123,2016,Oil,5.24
120124,2017,Oil,6.361
120125,2018,Oil,7.061
120126,2019,Oil,7.278
120127,2020,Oil,7.288
120128,1846,Oil,
120129,1847,Oil,
120130,1848,Oil,
120131,1849,Oil,
120132,1850,Oil,
120133,1851,Oil,
120134,1852,Oil,
120135,1853,Oil,
120136,1854,Oil,
120137,1855,Oil,
120138,1856,Oil,
120139,1857,Oil,
120140,1858,Oil,
120141,1859,Oil,
120142,1860,Oil,
120143,1861,Oil,
120144,1862,Oil,
120145,1863,Oil,0.011
120146,1864,Oil,0.026
120147,1865,Oil,0.018
120148,1866,Oil,0.029
120149,1867,Oil,0.037
120150,1868,Oil,0.048
120151,1869,Oil,0.048
120152,1870,Oil,0.055
120153,1871,Oil,0.062
120154,1872,Oil,0.066
120155,1873,Oil,0.084
120156,1874,Oil,0.088
120157,1875,Oil,0.103
120158,1876,Oil,0.103
120159,1877,Oil,0.125
120160,1878,Oil,0.128
120161,1879,Oil,0.136
120162,1880,Oil,0.15
120163,1881,Oil,0.165
120164,1882,Oil,0.183
120165,1883,Oil,0.209
120166,1884,Oil,0.231
120167,1885,Oil,0.234
120168,1886,Oil,0.26
120169,1887,Oil,0.275
120170,1888,Oil,0.275
120171,1889,Oil,0.304
120172,1890,Oil,0.319
120173,1891,Oil,0.348
120174,1892,Oil,0.377
120175,1893,Oil,0.396
120176,1894,Oil,0.432
120177,1895,Oil,0.462
120178,1896,Oil,0.465
120179,1897,Oil,0.491
120180,1898,Oil,0.517
120181,1899,Oil,0.498
120182,1900,Oil,0.517
120183,1901,Oil,0.553
120184,1902,Oil,0.583
120185,1903,Oil,0.594
120186,1904,Oil,0.557
120187,1905,Oil,0.579
120188,1906,Oil,0.612
120189,1907,Oil,0.612
120190,1908,Oil,0.605
120191,1909,Oil,0.605
120192,1910,Oil,0.608
120193,1911,Oil,0.616
120194,1912,Oil,0.627
120195,1913,Oil,0.656
120196,1914,Oil,1.103
120197,1915,Oil,0.539
120198,1916,Oil,0.465
120199,1917,Oil,0.319
120200,1918,Oil,0.015
120201,1919,Oil,1.282
120202,1920,Oil,1.476
120203,1921,Oil,1.293
120204,1922,Oil,1.535
120205,1923,Oil,1.905
120206,1924,Oil,2.103
120207,1925,Oil,2.066
120208,1926,Oil,2.385
120209,1927,Oil,2.869
120210,1928,Oil,2.807
120211,1929,Oil,2.751
120212,1930,Oil,3.1
120213,1931,Oil,3.433
120214,1932,Oil,2.927
120215,1933,Oil,3.114
120216,1934,Oil,2.924
120217,1935,Oil,3.272
120218,1936,Oil,3.649
120219,1937,Oil,4.404
120220,1938,Oil,5.075
120221,1939,Oil,
120222,1940,Oil,
120223,1941,Oil,
120224,1942,Oil,
120225,1943,Oil,
120226,1944,Oil,
120227,1945,Oil,
120228,1946,Oil,0.194
120229,1947,Oil,7.439
120230,1948,Oil,8.819
120231,1949,Oil,9.12
120232,1950,Oil,8.31
120233,1951,Oil,9.922
120234,1952,Oil,10.475
120235,1953,Oil,11.223
120236,1954,Oil,13.663
120237,1955,Oil,15.893
120238,1956,Oil,19.192
120239,1957,Oil,20.021
120240,1958,Oil,23.739
120241,1959,Oil,26.344
120242,1960,Oil,31.1
120243,1961,Oil,33.698
120244,1962,Oil,39.062
120245,1963,Oil,45.476
120246,1964,Oil,55.689
120247,1965,Oil,60.676
120248,1966,Oil,63.812
120249,1967,Oil,64.966
120250,1968,Oil,67.403
120251,1969,Oil,71.422
120252,1970,Oil,85.669
120253,1971,Oil,79.817
120254,1972,Oil,86.108
120255,1973,Oil,87.855
120256,1974,Oil,77.12
120257,1975,Oil,70.591
120258,1976,Oil,83.583
120259,1977,Oil,78.272
120260,1978,Oil,79.37
120261,1979,Oil,89.574
120262,1980,Oil,83.651
120263,1981,Oil,66.912
120264,1982,Oil,57.098
120265,1983,Oil,49.596
120266,1984,Oil,47.485
120267,1985,Oil,46.959
120268,1986,Oil,52.85
120269,1987,Oil,56.081
120270,1988,Oil,53.908
120271,1989,Oil,53.542
120272,1990,Oil,52.012
120273,1991,Oil,54.783
120274,1992,Oil,57.125
120275,1993,Oil,54.448
120276,1994,Oil,55.004
120277,1995,Oil,54.318
120278,1996,Oil,56.05
120279,1997,Oil,55.779
120280,1998,Oil,57.125
120281,1999,Oil,57.678
120282,2000,Oil,57.508
120283,2001,Oil,58.557
120284,2002,Oil,57.663
120285,2003,Oil,59.537
120286,2004,Oil,59.596
120287,2005,Oil,59.339
120288,2006,Oil,58.69
120289,2007,Oil,58.617
120290,2008,Oil,59.07
120291,2009,Oil,55.794
120292,2010,Oil,56.986
120293,2011,Oil,56.4
120294,2012,Oil,54.31
120295,2013,Oil,52.679
120296,2014,Oil,52.207
120297,2015,Oil,51.919
120298,2016,Oil,53.208
120299,2017,Oil,53.008
120300,2018,Oil,53.551
120301,2019,Oil,53.257
120302,2020,Oil,48.409
120303,1950,Oil,0.037
120304,1951,Oil,0.048
120305,1952,Oil,0.048
120306,1953,Oil,0.055
120307,1954,Oil,0.062
120308,1955,Oil,0.084
120309,1956,Oil,0.114
120310,1957,Oil,0.157
120311,1958,Oil,0.143
120312,1959,Oil,0.121
120313,1960,Oil,0.18
120314,1961,Oil,0.224
120315,1962,Oil,0.191
120316,1963,Oil,0.183
120317,1964,Oil,0.359
120318,1965,Oil,0.44
120319,1966,Oil,0.594
120320,1967,Oil,0.613
120321,1968,Oil,0.916
120322,1969,Oil,0.78
120323,1970,Oil,1.334
120324,1971,Oil,1.502
120325,1972,Oil,1.381
120326,1973,Oil,2.297
120327,1974,Oil,2.415
120328,1975,Oil,2.228
120329,1976,Oil,2.165
120330,1977,Oil,1.865
120331,1978,Oil,1.396
120332,1979,Oil,1.378
120333,1980,Oil,1.652
120334,1981,Oil,1.15
120335,1982,Oil,1.066
120336,1983,Oil,0.868
120337,1984,Oil,0.901
120338,1985,Oil,0.955
120339,1986,Oil,0.92
120340,1987,Oil,1.022
120341,1988,Oil,1.026
120342,1989,Oil,1.064
120343,1990,Oil,1.114
120344,1991,Oil,1.256
120345,1992,Oil,1.216
120346,1993,Oil,1.374
120347,1994,Oil,1.401
120348,1995,Oil,1.529
120349,1996,Oil,1.477
120350,1997,Oil,1.477
120351,1998,Oil,1.491
120352,1999,Oil,1.762
120353,2000,Oil,1.529
120354,2001,Oil,1.176
120355,2002,Oil,1.645
120356,2003,Oil,1.883
120357,2004,Oil,1.75
120358,2005,Oil,2.096
120359,2006,Oil,1.935
120360,2007,Oil,2.253
120361,2008,Oil,2.155
120362,2009,Oil,2.155
120363,2010,Oil,2.288
120364,2011,Oil,2.323
120365,2012,Oil,2.338
120366,2013,Oil,2.572
120367,2014,Oil,3.045
120368,2015,Oil,2.815
120369,2016,Oil,2.847
120370,2017,Oil,2.565
120371,2018,Oil,2.798
120372,2019,Oil,2.885
120373,2020,Oil,2.889
120374,1878,Oil,
120375,1879,Oil,
120376,1880,Oil,
120377,1881,Oil,
120378,1882,Oil,
120379,1883,Oil,
120380,1884,Oil,
120381,1885,Oil,
120382,1886,Oil,
120383,1887,Oil,
120384,1888,Oil,
120385,1889,Oil,
120386,1890,Oil,
120387,1891,Oil,
120388,1892,Oil,
120389,1893,Oil,
120390,1894,Oil,
120391,1895,Oil,
120392,1896,Oil,
120393,1897,Oil,
120394,1898,Oil,
